City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,flying fish cove,-10.4217,105.6791,24.82,94,100,3.6,CX,1701798861
356,happy valley-goose bay,53.3168,-60.3315,-9.83,73,100,5.14,CA,1701798861
357,nuku'alofa,-21.1333,-175.2,25.19,88,40,3.09,TO,1701798862
358,ibotirama,-12.1853,-43.2206,37.07,23,76,1.5,BR,1701798862
359,pacific grove,36.6177,-121.9166,17.53,63,0,3.13,US,1701798862
360,remire-montjoly,4.9167,-52.2667,29.02,79,79,3.6,GF,1701798862
361,ulaangom,49.9811,92.0667,-12.45,85,100,1.64,MN,1701798862
362,kuanda,56.3161,116.0806,-22.72,92,100,2.34,RU,1701798862
363,akureyri,65.6835,-18.0878,-14.04,92,0,2.06,IS,1701798862
364,woolgoolga,-30.1106,153.2007,19.47,90,4,3.82,AU,1701798863
365,kirensk,57.7853,108.1119,-26.13,99,100,0.89,RU,1701798863
366,ebon,4.582,168.6964,28.14,81,92,9.07,MH,1701798863
367,okha,53.5739,142.9478,-7.77,91,100,7.45,RU,1701798863
368,thames,-37.1333,175.5333,13.94,98,100,1.57,NZ,1701798863
369,namibe,-15.1961,12.1522,24.33,83,92,2.4,AO,1701798864
370,mili,6.0815,171.735,28.01,78,93,10.33,MH,1701798864
371,melito di porto salvo,37.9222,15.7714,15.3,82,91,1.12,IT,1701798864
372,carbonear,47.7332,-53.2148,1.45,84,100,3.4,CA,1701798865
373,drachten,53.1125,6.0989,1.1,89,100,3.63,NL,1701798727
374,tamiahua,21.2667,-97.45,23.93,73,94,3.52,MX,1701798865
375,katipunan,7.5825,122.8306,25.12,87,99,2.39,PH,1701798865
376,ritchie,-29.038,24.6028,32.56,11,53,5.04,ZA,1701798865
377,fort stockton,30.894,-102.8793,17.09,30,0,6.17,US,1701798866
378,burutu,5.3509,5.5076,28.09,72,46,3.96,NG,1701798866
379,buncrana,55.1333,-7.45,0.87,91,41,2.47,IE,1701798866
380,port-gentil,-0.7193,8.7815,27.98,83,75,5.14,GA,1701798866
381,kingscliff,-28.2667,153.5667,21.54,94,26,0.0,AU,1701798867
382,diego de almagro,-26.3667,-70.05,28.08,14,0,5.54,CL,1701798867
383,durban,-29.8579,31.0292,19.51,88,100,3.78,ZA,1701798867
384,nogliki,51.8333,143.1667,-9.81,96,68,1.79,RU,1701798867
385,nova olinda do norte,-3.8881,-59.0942,32.35,50,90,2.33,BR,1701798868
386,kaedi,16.1465,-13.5047,32.82,13,19,2.67,MR,1701798868
387,angaur state,6.906,134.13,28.27,78,43,2.45,PW,1701798588
388,kourou,5.1552,-52.6478,29.03,66,73,4.1,GF,1701798868
389,kimbe,-5.5502,150.1429,24.23,94,97,1.65,PG,1701798868
390,saint-francois,46.4154,3.9054,5.92,72,0,1.54,FR,1701798624
391,hammerfest,70.6634,23.6821,-7.75,73,40,8.75,NO,1701798868
392,sibiti,-3.6819,13.3499,20.38,99,100,0.28,CG,1701798869
393,osorio,-29.8867,-50.2697,19.64,95,100,4.0,BR,1701798674
394,badger,64.8,-147.5333,-20.07,75,40,0.0,US,1701798869
395,guerrero negro,27.9769,-114.0611,23.08,27,88,2.69,MX,1701798869
396,balabac,7.9868,117.0645,27.26,83,48,2.22,PH,1701798869
397,llorente,11.4119,125.5458,26.24,86,71,2.16,PH,1701798870
398,isla mujeres,21.2311,-86.731,30.09,71,47,3.61,MX,1701798870
399,posadas,-27.3671,-55.8961,30.99,66,40,5.14,AR,1701798870
400,san juan de miraflores,-12.1629,-76.9635,21.29,74,84,4.45,PE,1701798870
401,wuchang,44.9143,127.15,0.57,89,68,5.94,CN,1701798871
402,magistral'nyy,56.1725,107.4458,-23.3,88,100,0.88,RU,1701798871
403,luderitz,-26.6481,15.1594,19.37,67,27,10.39,NA,1701798871
404,bismarck,46.8083,-100.7837,2.12,89,0,4.12,US,1701798871
405,gitega,-3.5,29.95,16.47,94,81,1.14,BI,1701798871
406,praia da vitoria,38.7333,-27.0667,19.14,82,40,11.12,PT,1701798872
407,fale old settlement,-9.3852,-171.2468,28.17,79,74,5.61,TK,1701798872
408,chernyshevskiy,63.0128,112.4714,-47.58,100,57,0.78,RU,1701798872
409,plouzane,48.3833,-4.6167,7.18,79,75,4.12,FR,1701798872
410,palmer,42.1584,-72.3287,4.02,57,75,2.57,US,1701798872
411,varadero,23.1536,-81.2514,29.42,66,90,3.77,CU,1701798714
412,saipan,15.1355,145.701,26.39,83,0,5.14,MP,1701798872
413,kuta,-8.7233,115.1723,26.97,88,20,0.51,ID,1701798873
414,taltal,-25.4,-70.4833,20.07,67,14,4.48,CL,1701798873
415,zaozersk,69.4005,32.4476,-11.01,89,100,4.04,RU,1701798873
416,bilara,26.1792,73.7056,17.93,43,0,3.49,IN,1701798873
417,freetown,8.484,-13.2299,29.84,66,75,5.14,SL,1701798873
418,ginir,7.1333,40.7,14.6,47,43,1.95,ET,1701798874
419,lihue,21.9789,-159.3672,23.77,84,75,8.75,US,1701798874
420,lincoln,40.8,-96.667,6.82,69,0,7.72,US,1701798858
421,kez,57.8979,53.7152,-15.75,96,100,2.11,RU,1701798874
422,pirallahi,40.4723,50.333,10.08,79,100,11.99,AZ,1701798874
423,pemangkat,1.1667,108.9667,25.07,91,100,1.4,ID,1701798874
424,orkney,-26.9802,26.6727,26.89,27,90,3.3,ZA,1701798875
425,codrington,-38.2667,141.9667,11.37,87,70,2.44,AU,1701798875
426,honiara,-9.4333,159.95,26.34,91,100,5.9,SB,1701798875
427,opuwo,-18.0607,13.84,21.97,72,96,5.45,NA,1701798875
428,sabang,5.8933,95.3214,27.36,81,100,4.14,ID,1701798875
429,matoury,4.8483,-52.3317,28.98,79,79,3.6,GF,1701798876
430,velizh,55.6056,31.1967,-10.52,99,95,1.4,RU,1701798876
431,maceio,-9.6658,-35.7353,31.69,51,40,6.69,BR,1701798577
432,iquique,-20.2208,-70.1431,21.02,65,13,2.81,CL,1701798876
433,haiku-pauwela,20.9219,-156.3051,24.47,84,40,7.15,US,1701798877
434,bambanglipuro,-7.95,110.2833,25.54,88,100,1.02,ID,1701798877
435,kalmunai,7.4167,81.8167,26.12,89,100,3.53,LK,1701798877
436,port lincoln,-34.7333,135.8667,16.48,83,80,6.13,AU,1701798747
437,amga,60.8953,131.9608,-46.9,99,70,0.91,RU,1701798877
438,mullsjo,63.7,19.7,-17.36,100,67,1.71,SE,1701798878
439,gerash,27.6652,54.1371,15.08,39,0,0.98,IR,1701798878
440,bushehr,28.9684,50.8385,20.05,77,0,2.06,IR,1701798878
441,coronel du graty,-27.6804,-60.9146,28.64,61,87,2.29,AR,1701798878
442,reyes,-14.3167,-67.3833,24.09,88,100,1.54,BO,1701798878
443,sirte,31.2089,16.5887,18.65,44,26,4.04,LY,1701798879
444,neelankarai,12.9455,80.2575,28.03,89,75,1.03,IN,1701798879
445,galeana,24.8333,-100.0667,16.01,61,100,1.84,MX,1701798879
446,harper,4.375,-7.7169,27.26,77,21,4.26,LR,1701798879
447,la passe,45.5549,-0.8967,7.77,71,88,2.72,FR,1701798880
448,yaren,-0.5472,166.916,28.52,77,89,4.92,NR,1701798880
449,sanctuary point,-35.1114,150.629,20.97,79,86,3.84,AU,1701798880
450,mount gambier,-37.8333,140.7667,9.74,94,79,1.65,AU,1701798880
451,constantia,44.1833,28.65,4.38,76,100,2.41,RO,1701798846
452,elverum,60.8819,11.5623,-21.46,99,31,1.08,NO,1701798880
453,burang,30.25,81.1667,-13.04,72,10,1.64,CN,1701798881
454,shahrak,34.1074,64.3052,3.42,23,42,1.04,AF,1701798881
455,apatity,67.5641,33.4031,-10.19,97,100,3.36,RU,1701798881
456,katsuura,35.1333,140.3,11.24,85,100,6.3,JP,1701798881
457,mafeteng,-29.823,27.2374,20.77,21,38,2.46,LS,1701798881
458,xiongzhou,25.1167,114.3,12.6,87,57,1.01,CN,1701798881
459,smila,49.2224,31.8871,-2.13,72,100,3.8,UA,1701798881
460,lib,8.3122,167.3766,27.78,79,100,9.99,MH,1701798882
461,extrema,-22.8547,-46.3183,28.2,57,62,1.37,BR,1701798882
462,nahiyat al fuhud,30.9697,46.7228,20.06,26,0,2.99,IQ,1701798882
463,arraial do cabo,-22.9661,-42.0278,29.98,70,75,4.63,BR,1701798882
464,choibalsan,48.0667,114.5,-14.99,69,33,9.49,MN,1701798882
465,andovoranto,-18.95,49.1,24.0,81,5,1.07,MG,1701798882
466,shakiso,5.75,38.9167,15.4,68,48,1.45,ET,1701798882
467,linqiong,30.4159,103.4609,8.9,67,100,2.69,CN,1701798882
468,murray bridge,-35.1167,139.2667,15.62,83,85,2.15,AU,1701798882
469,santiago del torno,-17.9833,-63.3833,28.1,76,99,3.48,BO,1701798883
470,bovalino,38.149,16.174,14.63,79,91,2.64,IT,1701798883
471,qamdo,31.1667,97.2333,-8.24,64,100,1.41,CN,1701798883
472,archidona,37.0965,-4.3887,11.48,81,100,1.93,ES,1701798883
473,loango,-4.6719,11.8312,24.6,86,100,1.75,CG,1701798883
474,kavaratti,10.5669,72.642,28.22,71,100,3.18,IN,1701798883
475,bomdila,27.25,92.4,6.49,79,98,2.35,IN,1701798883
476,ohara,35.25,140.3833,10.91,86,100,5.58,JP,1701798883
477,zebbug,35.8719,14.4411,16.24,88,75,7.72,MT,1701798883
478,portage,41.1667,-81.1998,2.27,90,100,0.89,US,1701798884
479,saal,48.9,11.9333,0.27,100,100,2.26,DE,1701798884
480,neiafu,-18.65,-173.9833,26.38,83,20,4.63,TO,1701798884
481,crane,31.3974,-102.3501,17.24,26,2,2.61,US,1701798884
482,patur,20.45,76.9333,21.17,79,100,2.62,IN,1701798884
483,sumbe,-11.2061,13.8437,26.75,81,94,1.94,AO,1701798884
484,hadibu,12.65,54.0333,25.48,62,33,7.62,YE,1701798884
485,salinopolis,-0.6136,-47.3561,29.54,69,90,5.45,BR,1701798884
486,ilabaya,-17.4208,-70.5133,25.85,36,57,5.5,PE,1701798884
487,al kharijah,25.4514,30.5464,19.98,24,0,4.08,EG,1701798884
488,viqueque,-8.8673,126.3658,26.38,84,95,0.62,TL,1701798885
489,fuglafjordur,62.244,-6.814,-1.74,72,32,3.2,FO,1701798885
490,thurles,52.6819,-7.8022,3.23,94,98,1.31,IE,1701798885
491,nouadhibou,20.931,-17.0347,21.99,73,80,7.2,MR,1701798885
492,axim,4.8699,-2.2405,27.45,77,30,3.71,GH,1701798885
493,ayabe,35.3,135.25,8.3,92,100,0.92,JP,1701798885
494,kaohsiung,22.6163,120.3133,21.97,79,75,3.09,TW,1701798885
495,callao,-12.0667,-77.15,22.16,73,75,2.57,PE,1701798726
496,glen innes,-29.7333,151.7333,15.13,63,0,0.62,AU,1701798885
497,al muwayh,22.4333,41.7583,20.4,27,0,5.89,SA,1701798886
498,timbiras,-4.2553,-43.9406,34.38,39,95,1.02,BR,1701798886
499,campbell river,50.0163,-125.2446,8.11,100,100,1.03,CA,1701798160
500,tateyama,34.9833,139.8667,10.05,82,100,7.23,JP,1701798886
501,timimoun,29.2639,0.231,20.21,28,0,2.06,DZ,1701798886
502,santa cruz del sur,20.7147,-77.9956,28.67,66,17,5.04,CU,1701798886
503,sodankyla,67.4167,26.6,-14.1,98,99,1.11,FI,1701798886
504,ola,59.5833,151.2833,-26.4,88,71,4.48,RU,1701798886
505,nhamunda,-2.1861,-56.7131,32.93,48,80,1.68,BR,1701798887
506,sudogda,55.9539,40.8629,-16.82,100,94,1.35,RU,1701798887
507,warrenton,-28.114,24.8475,25.99,32,98,2.13,ZA,1701798887
508,xunchang,28.4543,104.715,12.0,87,97,0.54,CN,1701798887
509,rabaul,-4.1967,152.1721,26.69,80,100,1.68,PG,1701798887
510,odienne,9.51,-7.5692,28.81,23,34,1.36,CI,1701798887
511,kamaishi,39.2667,141.8833,9.77,76,97,1.55,JP,1701798887
512,mormugao,15.4,73.8,26.59,78,40,2.06,IN,1701798887
513,khawr fakkan,25.3313,56.342,25.03,44,0,0.95,AE,1701798887
514,mejit,10.2753,170.8646,27.6,79,73,10.15,MH,1701798888
515,alaca,40.1683,34.8425,5.79,91,4,0.95,TR,1701798888
516,qaisumah,28.3112,46.1273,16.98,31,0,1.03,SA,1701798888
517,mboursou lere,9.7639,14.1539,28.99,15,19,3.3,TD,1701798888
518,kegeyli shahar,42.7767,59.6078,10.05,56,75,5.43,UZ,1701798845
519,gamay,12.3854,125.2979,25.62,92,95,2.43,PH,1701798888
520,port douglas,-16.4833,145.4667,25.99,82,56,6.53,AU,1701798888
521,balassagyarmat,48.073,19.2961,-0.47,92,99,1.76,HU,1701798888
522,cidreira,-30.1811,-50.2056,20.37,85,100,7.93,BR,1701798888
523,madison,34.7334,-86.5667,13.63,61,0,3.6,US,1701798739
524,ca mau,9.1769,105.15,24.59,92,100,2.38,VN,1701798889
525,vicuna mackenna,-33.9197,-64.3922,17.72,92,96,4.86,AR,1701798889
526,fort bragg,35.139,-79.006,16.62,45,0,1.54,US,1701798889
527,hutchinson,38.0608,-97.9298,8.74,52,0,8.23,US,1701798784
528,hotan,37.0997,79.9269,5.2,26,0,1.21,CN,1701798889
529,kununurra,-15.7667,128.7333,26.99,89,57,0.0,AU,1701798889
530,safford,32.834,-109.7076,16.17,38,0,5.14,US,1701798838
531,lycksele,64.5954,18.6735,-26.98,76,36,0.51,SE,1701798889
532,huarmey,-10.0681,-78.1522,23.17,73,87,5.33,PE,1701798889
533,olyokminsk,60.3736,120.4264,-42.45,99,51,0.88,RU,1701798889
534,aoulef,26.9667,1.0833,19.26,18,60,0.7,DZ,1701798890
535,m'sila,35.7058,4.5419,14.34,48,100,3.07,DZ,1701798890
536,ganshui,28.7422,106.7111,12.65,92,99,1.24,CN,1701798890
537,uturoa,-16.7333,-151.4333,26.99,80,100,7.45,PF,1701798890
538,tamanrasset,22.785,5.5228,20.95,11,0,2.06,DZ,1701798890
539,prado,-17.3411,-39.2208,28.26,68,9,5.25,BR,1701798890
540,myeik,12.4333,98.6,25.18,88,43,1.51,MM,1701798890
541,ashland,40.8167,-82.2665,3.32,96,100,1.8,US,1701798104
542,korla,41.7597,86.1469,1.34,45,3,1.57,CN,1701798890
543,mukalla,14.5425,49.1242,24.85,65,26,0.67,YE,1701798891
544,trairi,-3.2778,-39.2689,30.34,63,51,7.02,BR,1701798711
545,cananea,30.95,-110.3,16.34,17,91,1.52,MX,1701798891
546,seymour,38.9592,-85.8903,8.75,86,95,0.89,US,1701798677
547,roxas,11.5853,122.7511,23.97,88,74,2.18,PH,1701798891
